Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Agricultural land (sq. km),AG.LND.AGRI.K2,Tunisia,TUN,86440,95510,99220,99430,97610,98340,97030,97430,97430,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Turkey,TUR,396770,404790,384070,384230,385540,385510,383280,379630,378020,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Turkmenistan,TKM,..,355000,338380,338380,338380,338380,338380,338380,338380,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Turks and Caicos Islands,TCA,10,10,10,10,10,10,10,10,10,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Tuvalu,TUV,20,20,18,18,18,18,18,18,18,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Uganda,UGA,119620,125120,144150,144150,144150,144150,144150,144150,144150,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Ukraine,UKR,..,414060,412970,415260,415110,415080,415150,414890,413290,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,United Arab Emirates,ARE,2850,5470,3767,3794,3825,3828,3838,3838,3817.5,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,United Kingdom,GBR,182030,169640,171820,172502,172320,171380,173499.818,174661.525,173508.616,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,United States,USA,4269480,4143990,4030810.538,4036270,4041729,4047187,4052646,4058103.538,4058103.538,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Uruguay,URY,149170,149580,142300,143397,142948,142936,140908,140445,140159,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Uzbekistan,UZB,..,273280,252360,250600,255420,256046,256016,255822,255777,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Vanuatu,VUT,1520,1750,1870,1870,1870,1870,1870,1870,1870,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,"Venezuela, RB",VEN,218600,216350,215000,215000,215000,215000,215000,215000,215000,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Vietnam,VNM,67260,87800,107933,108528,108737,121478,121722,121688,121688,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Virgin Islands (U.S.),VIR,100,70,40,40,40,40,40,40,40,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,West Bank and Gaza,PSE,3750,3720,2719.70001220703,2808.20007324219,2980,2969.20013427734,2969.20013427734,..,..,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,"Yemen, Rep.",YEM,236260,236690,235010,234990,234516,234326,233858,233877,233877,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Zambia,ZMB,208110,224980,238360,237360,238360,238360,238360,238360,238360,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Zimbabwe,ZWE,130100,150600,162000,162000,162000,162000,162000,162000,162000,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Africa Eastern and Southern,AFE,5313659.9,5185183.9,6459157.24,6477782.4,6497055.3,6505845.2,6515953,6521411.4,6532568.32,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Africa Western and Central,AFW,3187523.8,3355358.3,3574436.4,3594810.3,3597067.7,3599501.6,3608282.421,3612043.2,3614109.8,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Arab World,ARB,3543042,4079602,4778403.40001221,4784649.35007324,4784143.5,4785772.57113428,4782952.05413428,4780538.896,4780957.158,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Caribbean small states,CSS,19643.3,20074.8,20123.7,20335.6,20497.5,20692.4,20774.4,20856.5,20948.5,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Central Europe and the Baltics,CEB,461950,591050,524572.9,518923.1,518221.4,519245.9,516233.8,515548.6,516490,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Early-demographic dividend,EAR,12305542.4,13454166.6,13633698.8800122,13639220.9700732,13623586.9,13651347.3701343,13702252.1541343,13741232.796,13737723.158,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,East Asia & Pacific,EAS,12340500,12495749,11833719.673,11690219.8,11713929.9,11469164.899,11439919.8,11752498.8,11620114.9,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,East Asia & Pacific (excluding high income),EAP,7443526,7702770,7776721.033,7787591.8,7785130,7807814.999,7835348.9,7855797.9,7855115,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,East Asia & Pacific (IDA & IBRD countries),TEA,7418320,7677269,7750419.033,7761289.8,7758828,7781512.999,7809046.9,7829495.9,7828813,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Euro area,EMU,1238103,1269080.8,1182911.2,1178109.5,1162669.2,1160697,1154215.22,1153833.184,1148507.299,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Europe & Central Asia,ECS,2399959,8225642.8,8054948.4,8041578.123,8025655.137,8017375.626,8006992.769,8002210.999,7990362.851,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Europe & Central Asia (excluding high income),ECA,617260,6383627,6342226,6339717.3,6339785.1,6335012,6328971,6322559.01,6316987.81,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Europe & Central Asia (IDA & IBRD countries),TEC,805190,6579447,6500826,6499490.3,6499110.1,6494094,6488171,6482149.01,6476947.81,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,European Union,EUU,1762063,1828630.8,1682427.2,1671421.5,1654717.51,1652794.99,1643106.52,1642261.274,1637507.299,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Fragile and conflict affected situations,FCS,5236030,5296039.8,6607347.36001221,6635655.14007324,6652594.22,6660401.19913428,6672030.72113428,6673300.8,6680776.52,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Heavily indebted poor countries (HIPC),HPC,6085038.4,6159306.5,7289308.24,7323703.2,7336275.9,7341861.1,7352439.2,7352158.2,7360558.32,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,High income,HIC,13133743,13459444.8,12440295.778,12281999.623,12300638.737,12036713.326,11979031.969,12278817.927,12141651.179,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,IBRD only,IBD,20351194.4,25902699.6,26014884.493,26064476.09,26036294.36,26082364.371,26128940.454,26221791.606,26223177.978,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,IDA & IBRD total,IBT,28190991.6,34314713.7,35880841.053,35964885.67,35957036.7,36013653.57,36079128.275,36178400.606,36180228.798,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,IDA blend,IDB,1579984.8,1935361.6,1958582.32,1959835.38,1965958.44,1967717.5,1975240.521,1978779.5,1973337.5,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,IDA only,IDX,6259812.4,6476652.5,7907374.24,7940574.2,7954783.9,7963571.699,7974947.3,7977829.5,7983713.32,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,IDA total,IDA,7839797.2,8412014.1,9865956.56,9900409.58,9920742.34,9931289.199,9950187.821,9956609,9957050.82,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Late-demographic dividend,LTE,10714781.3,15472665.8,15424537.273,15459817.8,15450291.2,15468984.8,15468128,15520974.41,15519654.99,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Latin America & Caribbean,LCN,6753088.9,6758393.5,6997574.48,7026445.32,7002709.5,7029410.6,7050594.6,7124553.7,7124884.71,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Latin America & Caribbean (excluding high income),LAC,6220451.9,6237529.5,6479629.48,6507194.32,6484156.5,6510687.6,6534387.6,6608703.7,6610009.71,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Latin America & the Caribbean (IDA & IBRD countries),TLA,6680781.9,6689874.5,6931113.48,6960668.32,6937617.7,6964760.6,6986136.6,7059408.7,7059788.71,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Least developed countries: UN classification,LDC,6301513.9,6231419.7,7702052.12,7736243.82,7755728.26,7769776.599,7787227.1,7795629.7,7807096.32,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Low & middle income,LMY,27571647.6,33695729.7,35299763.7530122,35380733.3700732,35373517,35429754.2701343,35497434.9751343,35594392.106,35596776.298,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Low income,LIC,4484850,4459734.8,5768323.94,5793226.96,5804403.78,5809957.1,5820113.2,5821847.1,5827777.42,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Lower middle income,LMC,9465345.1,10521594.6,10541387.9930122,10565874.1300732,10570107.64,10596690.0701343,10637250.9751343,10663255.896,10664470.158,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Middle East & North Africa,MEA,3325842,3874692,3725964.80001221,3728359.05007324,3728111.2,3729702.27113428,3726874.25413428,3725381.096,3725802.358,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Middle East & North Africa (excluding high income),MNA,2069362,2111660,1966873.60001221,1969807.75007324,1966572.9,1967480.97113428,1964806.45413428,1962128.096,1962513.158,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Middle East & North Africa (IDA & IBRD countries),TMN,2065612,2107940,1964153.9,1966999.55,1963592.9,1964511.771,1961837.254,1962128.096,1962513.158,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Middle income,MIC,23086797.6,29235994.9,29531439.8130122,29587506.4100732,29569113.22,29619797.1701343,29677321.7751343,29772545.006,29768998.878,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,North America,NAC,4883513,4756864,4608523.538,4614693,4620862,4627040,4633149,4638346.538,4640096.538,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,OECD members,OED,13632200,13455485.8,12362344.738,12217738.123,12233637.037,11986304.526,11946212.069,12310476.227,12171277.909,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Other small states,OSS,771879.8,778908.2,785189.32,782101.78,783931.44,782568.5,784199.3,785068.8,785545.27,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Pacific island small states,PSS,7574,8322,8850,8881,8961,9067.2,9078,9108,9108,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Post-demographic dividend,PST,11412404,11727737.8,10744669.038,10586926.123,10601367.737,10336616.426,10280853.469,10578977.827,10439550.309,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Pre-demographic dividend,PRE,6478279.9,6704018.3,8139799.14,8179480.7,8201627.7,8212242.7,8227980.521,8234797.9,8244282.82,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Small states,SST,799097.1,807305,814163.02,811318.38,813389.94,812328.1,814051.7,815033.3,815601.77,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,South Asia,SAS,2719904,2719641,2700735,2703845,2703765,2703427.4,2709701.1,2711764.3,2705488,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,South Asia (IDA & IBRD),TSA,2719904,2719641,2700735,2703845,2703765,2703427.4,2709701.1,2711764.3,2705488,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Sub-Saharan Africa,SSF,8501183.7,8540542.2,10033593.64,10072592.7,10094123,10105346.8,10124235.421,10133454.6,10146678.12,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Sub-Saharan Africa (excluding high income),SSA,8501143.7,8540502.2,10033578.64,10072577.2,10094107.5,10105331.3,10124219.921,10133439.1,10146662.62,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Sub-Saharan Africa (IDA & IBRD countries),TSS,8501183.7,8540542.2,10033593.64,10072592.7,10094123,10105346.8,10124235.421,10133454.6,10146678.12,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Upper middle income,UMC,13621452.5,18714400.3,18990051.82,19021632.28,18999005.58,19023107.1,19040070.8,19109289.11,19104528.72,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,World,WLD,40923990.6,47371524.5,47955059.5310122,47877732.9930733,47889155.737,47681467.5961343,47691466.9441343,48088210.033,47953427.477,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Afghanistan,AFG,58.2667034279937,57.8270992249487,58.0675795729559,58.0675795729559,58.0675795729559,58.0675795729559,58.0675795729559,58.0675795729559,58.0813650706124,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Albania,ALB,40.9124087591241,41.7518248175182,43.8430656934307,43.3321167883212,42.857299270073,42.8576642335766,43.1277372262774,42.6708394160584,42.8496715328467,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Algeria,DZA,16.2385482882263,16.8032614811021,17.381490003107,17.3955322579291,17.3952656461243,17.4059228102468,17.3655321884285,17.3550108093197,17.3649641165853,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,American Samoa,ASM,15,24,24.5,24.5,24.5,24.5,24.5,24.5,24.5,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Andorra,AND,48.936170212766,48.936170212766,39.9148936170213,40.0212765957447,40,40.0212765957447,40.0425531914894,40.0425531914894,40.063829787234,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Angola,AGO,46.0447581615465,37.6685569904548,43.0112488970883,43.4564738910724,43.9016988850565,44.3469238790407,44.7921552899655,45.2373706585385,45.6825940482875,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Antigua and Barbuda,ATG,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Argentina,ARG,46.6128790619325,46.9581867146078,54.5381464469852,54.5180491761946,54.3357121193851,54.3357121193851,54.3357121193851,54.3357121193851,54.3605596541808,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Armenia,ARM,..,46.4699683877766,59.1148577449947,59.1148577449947,59.0340709518792,58.8935721812434,58.8970846505093,58.872497365648,58.9146469968388,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Aruba,ABW,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Australia,AUS,60.4554625567864,59.2881038230738,50.3854314463116,48.3937102169923,48.7383986566523,45.3144240657095,44.5399257932247,48.3406179391109,46.6580950127535,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Austria,AUT,36.6178251392589,35.604262533301,33.1322528284517,32.913693036556,32.8902245434606,32.9429229277751,32.3578526417838,32.1694134755211,32.1477217644207,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Azerbaijan,AZE,..,57.3863567580655,57.6870962278303,57.7045451795933,57.7005431692535,57.7017529003303,57.7355751784202,57.7956013645932,57.8253926004791,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Bahamas, The",BHS,1.1988011988012,1.2987012987013,1.3986013986014,1.3986013986014,1.3986013986014,1.3986013986014,1.3986013986014,1.3986013986014,1.3986013986014,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bahrain,BHR,11.5942028985507,12.9577464788732,11.1688311688312,11.1688311688312,11.1543450064851,11.0539845758355,11.0397946084724,11.025641025641,11.025641025641,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bangladesh,BGD,79.7879695782438,72.2132595836214,70.0622263194284,69.9700391795345,69.900898824614,70.3867250518553,70.6323269570562,70.5794729968503,70.694476453868,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Barbados,BRB,44.1860465116279,41.8604651162791,30.2325581395349,29.0697674418605,27.906976744186,25.5813953488372,23.2558139534884,23.2558139534884,23.2558139534884,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Belarus,BLR,..,45.6123052652337,43.3492681484402,42.9317720346167,42.4879171121282,42.242016376159,42.0354897826473,41.8444258337849,41.6444969947778,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Belgium,BEL,43.9670932358318,45.891677675033,43.9894319682959,44.1380449141347,43.9663143989432,43.8573315719947,44.6103038309115,43.8243064729194,44.7159841479524,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Belize,BLZ,5.52389302937308,6.53222270933801,7.01446733888645,7.01446733888645,7.01446733888645,7.45287154756686,7.45287154756686,7.54055238930294,7.54055238930294,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Benin,BEN,20.1312522170983,28.3345157857396,33.2564739269244,35.0301525363604,35.0301525363604,35.0301525363604,35.0301525363604,35.0301525363604,35.0301525363604,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bermuda,BMU,5.55555555555556,7.40740740740741,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bhutan,BTN,9.71684181238362,13.3165829145729,13.631712884015,13.631712884015,13.7891229635071,13.7891229635071,13.6063338926174,13.4490352348993,13.4504457262716,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bolivia,BOL,32.7286993445952,34.2869011354195,34.755838641189,34.8361488045786,34.8029170128312,34.7650696944521,34.7872242222838,34.6053724729992,34.8259946459891,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bosnia and Herzegovina,BIH,..,41.6015625,42.109375,42.20703125,42.12890625,42.5,43.14453125,43.515625,43.18359375,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Botswana,BWA,45.914280168687,45.7907645616078,45.677836006564,45.6690134632012,45.8842835212535,45.6330174862809,45.6330174862809,45.6330174862809,45.6330174862809,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Brazil,BRA,28.1043390036539,27.3175012622426,27.9100134718969,27.9962527547995,28.0824920377022,28.1687313206048,28.2549706035075,28.3410663137971,28.3410903622098,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,British Virgin Islands,VGB,53.3333333333333,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Brunei Darussalam,BRN,2.08728652751423,1.89753320683112,2.5426944971537,2.73244781783681,2.73244781783681,2.73244781783681,2.73244781783681,2.73244781783681,2.73244781783681,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bulgaria,BGR,55.6720600198861,50.4564765434331,47.1904937361828,46.0114222549742,45.8456153279293,46.1670965364775,46.2509211495947,46.3294030950626,46.3338246131172,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Burkina Faso,BFA,34.9963450292398,35.7090643274854,44.2251461988304,44.9561403508772,44.2251461988304,44.2251461988304,44.2251461988304,44.2251461988304,44.2251461988304,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Burundi,BDI,82.1651090342679,72.702492211838,75.2725856697819,79.1666666666667,79.1666666666667,79.1666666666667,79.1666666666667,79.1666666666667,79.1666666666667,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cabo Verde,CPV,16.8734491315136,17.6178660049628,20.8436724565757,20.8436724565757,19.6029776674938,19.6029776674938,19.6029776674938,19.6029776674938,19.6029776674938,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cambodia,KHM,25.237933378654,27.0224337185588,30.9030138227963,30.9030138227963,30.9030138227963,31.5318377520961,31.5318377520961,31.5318377520961,31.5318377520961,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cameroon,CMR,19.398785724863,19.3776311057519,20.6257536333058,20.6257536333058,20.6257536333058,20.6257536333058,20.6257536333058,20.6257536333058,20.6257536333058,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Canada,CAN,6.84874057368227,6.83580221714355,6.44363616895263,6.45155533545478,6.45947450195693,6.46750520601544,6.47475514717938,6.47185517071381,6.49137424307826,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cayman Islands,CYM,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Central African Republic,CAF,8.03557096536004,8.26511284471412,8.15435487495586,8.15435487495586,8.15435487495586,8.15435487495586,8.15435487495586,8.15435487495586,8.15435487495586,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Chad,TCD,38.3576874205845,38.6197585768742,39.4575921219822,39.7363405336722,39.8951715374841,39.8959656925032,39.8967598475222,39.8967598475222,39.8967598475222,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Channel Islands,CHI,42.9292929292929,39.8989898989899,48.2828282828283,47.7777777777778,48.0808080808081,46.7676767676768,46.9191919191919,46.5656565656566,46.5656565656566,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Chile,CHL,21.3830742994249,20.3219229300151,21.1894040875174,21.2243723202229,21.1977426660857,21.2297520483315,21.1716509847592,21.1920939515717,21.106018301835,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,China,CHN,53.7516963458667,55.5700446698569,56.107828313151,56.1080381401584,56.0967380472843,56.090201435984,56.0816654067681,56.0793505508419,56.0790834053772,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Colombia,COL,40.6336187471834,40.4317260027039,38.411536728256,40.392609283461,40.3647589004056,40.3369986480397,40.3091482649842,44.6137899954935,44.6074808472285,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Comoros,COM,61.257388500806,71.4669532509404,71.4669532509404,71.4669532509404,71.4669532509404,71.4669532509404,70.9296077377754,70.3922622246104,70.3922622246104,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Congo, Dem. Rep.",COD,11.4510046095146,11.2922079354227,13.575351227366,13.8505987957919,14.1593701065261,14.2034802937738,14.1152599192784,13.8947089830396,13.8947089830396,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Congo, Rep.",COG,30.8081991215227,30.8638360175695,31.0453879941435,31.1185944363104,31.1185944363104,31.1185944363104,31.1185944363104,31.1215226939971,31.1215226939971,..,..,..
